#1_usercol 2_usercol 3_usercol 7.5
Pdest_CA_v0.1-31 80000 92467 0.510869
Pdest_CA_v0.1-32 0 20000 0.49275
Pdest_CA_v0.1-32 10000 30000 0.47145
Pdest_CA_v0.1-32 20000 40000 0.48025
Pdest_CA_v0.1-32 30000 50000 0.5032
Pdest_CA_v0.1-32 40000 60000 0.51025
Pdest_CA_v0.1-32 50000 70000 0.52215
Pdest_CA_v0.1-32 60000 80000 0.52345
Pdest_CA_v0.1-32 70000 89774 0.519824
Pdest_CA_v0.1-33 0 20000 0.50765
Pdest_CA_v0.1-33 10000 30000 0.5402
Pdest_CA_v0.1-33 20000 40000 0.53525
Pdest_CA_v0.1-33 30000 50000 0.51995
Pdest_CA_v0.1-33 40000 60000 0.51655
Pdest_CA_v0.1-33 50000 70000 0.5152
Pdest_CA_v0.1-33 60000 80000 0.5108
Pdest_CA_v0.1-33 70000 85225 0.502594
Pdest_CA_v0.1-34 0 20000 0.52745
Pdest_CA_v0.1-34 10000 30000 0.51785
Pdest_CA_v0.1-34 20000 40000 0.52065
Pdest_CA_v0.1-34 30000 50000 0.51805
Pdest_CA_v0.1-34 40000 60000 0.5109
Pdest_CA_v0.1-34 50000 70000 0.5199
Pdest_CA_v0.1-34 60000 80000 0.51865
Pdest_CA_v0.1-34 70000 80776 0.508259
Pdest_CA_v0.1-35 0 20000 0.529229
Pdest_CA_v0.1-35 10000 30000 0.5073
Pdest_CA_v0.1-35 20000 40000 0.50535
Pdest_CA_v0.1-35 30000 50000 0.52635
Pdest_CA_v0.1-35 40000 60000 0.52085
Pdest_CA_v0.1-35 50000 70000 0.52395
Pdest_CA_v0.1-35 60000 78630 0.521524
Pdest_CA_v0.1-36 0 20000 0.5276
Pdest_CA_v0.1-36 10000 30000 0.5332
Pdest_CA_v0.1-36 20000 40000 0.5333
Pdest_CA_v0.1-36 30000 50000 0.5328
Pdest_CA_v0.1-36 40000 60000 0.52075
Pdest_CA_v0.1-36 50000 70000 0.52935
Pdest_CA_v0.1-36 60000 76197 0.531209
Pdest_CA_v0.1-37 0 20000 0.5036
Pdest_CA_v0.1-37 10000 30000 0.49855
Pdest_CA_v0.1-37 20000 40000 0.50705
Pdest_CA_v0.1-37 30000 50000 0.51485
Pdest_CA_v0.1-37 40000 60000 0.5263
Pdest_CA_v0.1-37 50000 70000 0.51155
Pdest_CA_v0.1-37 60000 71553 0.489743
Pdest_CA_v0.1-38 0 20000 0.535385
Pdest_CA_v0.1-38 10000 30000 0.515015
Pdest_CA_v0.1-38 20000 40000 0.5141
Pdest_CA_v0.1-38 30000 50000 0.50865
Pdest_CA_v0.1-38 40000 60000 0.4936
Pdest_CA_v0.1-38 50000 68467 0.483674
Pdest_CA_v0.1-39 0 20000 0.505606
Pdest_CA_v0.1-39 10000 30000 0.50925
Pdest_CA_v0.1-39 20000 40000 0.522
Pdest_CA_v0.1-39 30000 50000 0.5267
Pdest_CA_v0.1-39 40000 60000 0.5112
Pdest_CA_v0.1-39 50000 66829 0.505021
Pdest_CA_v0.1-40 0 20000 0.5047
Pdest_CA_v0.1-40 10000 30000 0.504
Pdest_CA_v0.1-40 20000 40000 0.51045
Pdest_CA_v0.1-40 30000 50000 0.51195
Pdest_CA_v0.1-40 40000 60000 0.50675
Pdest_CA_v0.1-40 50000 65863 0.506966
Pdest_CA_v0.1-41 0 20000 0.52175
Pdest_CA_v0.1-41 10000 30000 0.5355
Pdest_CA_v0.1-41 20000 40000 0.53315
Pdest_CA_v0.1-41 30000 50000 0.52535
Pdest_CA_v0.1-41 40000 60000 0.5176
Pdest_CA_v0.1-41 50000 63784 0.521692
Pdest_CA_v0.1-42 0 20000 0.5168
Pdest_CA_v0.1-42 10000 30000 0.5327
Pdest_CA_v0.1-42 20000 40000 0.538088
Pdest_CA_v0.1-42 30000 50000 0.528879
Pdest_CA_v0.1-42 40000 60000 0.5007
Pdest_CA_v0.1-42 50000 61230 0.479608
Pdest_CA_v0.1-43 0 20000 0.48155
Pdest_CA_v0.1-43 10000 30000 0.4941
Pdest_CA_v0.1-43 20000 40000 0.5072
Pdest_CA_v0.1-43 30000 50000 0.5164
Pdest_CA_v0.1-43 40000 57957 0.512112
Pdest_CA_v0.1-44 0 20000 0.5026
Pdest_CA_v0.1-44 10000 30000 0.4997
Pdest_CA_v0.1-44 20000 40000 0.50235
Pdest_CA_v0.1-44 30000 50000 0.48175
Pdest_CA_v0.1-44 40000 55779 0.468851
Pdest_CA_v0.1-45 0 20000 0.5023
Pdest_CA_v0.1-45 10000 30000 0.489
Pdest_CA_v0.1-45 20000 40000 0.478335
Pdest_CA_v0.1-45 30000 50000 0.501003
Pdest_CA_v0.1-45 40000 51518 0.523962
Pdest_CA_v0.1-46 0 20000 0.5224
Pdest_CA_v0.1-46 10000 30000 0.5193
Pdest_CA_v0.1-46 20000 40000 0.51895
Pdest_CA_v0.1-46 30000 50000 0.5076
Pdest_CA_v0.1-46 40000 51288 0.498494
Pdest_CA_v0.1-68 0 20000 0.5109
Pdest_CA_v0.1-68 10000 30000 0.5005
Pdest_CA_v0.1-68 20000 40000 0.49625
Pdest_CA_v0.1-68 30000 50000 0.491
Pdest_CA_v0.1-68 40000 60000 0.48655
Pdest_CA_v0.1-68 50000 70000 0.5012
Pdest_CA_v0.1-68 60000 80000 0.5204
Pdest_CA_v0.1-68 70000 90000 0.513363
Pdest_CA_v0.1-68 80000 100000 0.51036
Pdest_CA_v0.1-68 90000 110000 0.5214
Pdest_CA_v0.1-68 100000 120000 0.5132
Pdest_CA_v0.1-68 110000 130000 0.51405
Pdest_CA_v0.1-68 120000 140000 0.51305
Pdest_CA_v0.1-68 130000 150000 0.5173
Pdest_CA_v0.1-68 140000 160000 0.51585
Pdest_CA_v0.1-68 150000 170000 0.5099
Pdest_CA_v0.1-68 160000 180000 0.50845
Pdest_CA_v0.1-68 170000 190000 0.5066
Pdest_CA_v0.1-68 180000 200000 0.5093
Pdest_CA_v0.1-68 190000 210000 0.5068
Pdest_CA_v0.1-68 200000 220000 0.50865
Pdest_CA_v0.1-68 210000 230000 0.5055
Pdest_CA_v0.1-68 220000 240000 0.51135
Pdest_CA_v0.1-68 230000 250000 0.51545
Pdest_CA_v0.1-68 240000 260000 0.5043
Pdest_CA_v0.1-68 250000 270000 0.5026
Pdest_CA_v0.1-68 260000 280000 0.52065
Pdest_CA_v0.1-68 270000 290000 0.5275
Pdest_CA_v0.1-68 280000 300000 0.5168
Pdest_CA_v0.1-68 290000 310000 0.52365
Pdest_CA_v0.1-68 300000 320000 0.52955
Pdest_CA_v0.1-68 310000 330000 0.5318
Pdest_CA_v0.1-68 320000 340000 0.53855
Pdest_CA_v0.1-68 330000 350000 0.53735
Pdest_CA_v0.1-68 340000 360000 0.53115
Pdest_CA_v0.1-68 350000 370000 0.5046
Pdest_CA_v0.1-68 360000 380000 0.49315
Pdest_CA_v0.1-68 370000 390000 0.5023
Pdest_CA_v0.1-68 380000 399461 0.485124
Pdest_CA_v0.1-69 0 20000 0.50865
Pdest_CA_v0.1-69 10000 30000 0.5189
Pdest_CA_v0.1-69 20000 40000 0.5183
Pdest_CA_v0.1-69 30000 50000 0.52685
Pdest_CA_v0.1-69 40000 60000 0.51905
Pdest_CA_v0.1-69 50000 70000 0.5059
Pdest_CA_v0.1-69 60000 80000 0.5208
Pdest_CA_v0.1-69 70000 90000 0.5288
Pdest_CA_v0.1-69 80000 100000 0.5213
Pdest_CA_v0.1-69 90000 110000 0.5266
Pdest_CA_v0.1-69 100000 120000 0.52365
Pdest_CA_v0.1-69 110000 130000 0.5093
Pdest_CA_v0.1-69 120000 140000 0.50975
Pdest_CA_v0.1-69 130000 150000 0.5
Pdest_CA_v0.1-69 140000 160000 0.498
Pdest_CA_v0.1-69 150000 170000 0.51895
Pdest_CA_v0.1-69 160000 180000 0.524
Pdest_CA_v0.1-69 170000 190000 0.51585
Pdest_CA_v0.1-69 180000 200000 0.50765
Pdest_CA_v0.1-69 190000 210000 0.51295
Pdest_CA_v0.1-69 200000 220000 0.52305
Pdest_CA_v0.1-69 210000 230000 0.50075
Pdest_CA_v0.1-69 220000 240000 0.49745
Pdest_CA_v0.1-69 230000 250000 0.50835
Pdest_CA_v0.1-69 240000 260000 0.50335
Pdest_CA_v0.1-69 250000 270000 0.5154
Pdest_CA_v0.1-69 260000 280000 0.5177
Pdest_CA_v0.1-69 270000 290000 0.51385
Pdest_CA_v0.1-69 280000 300000 0.50355
Pdest_CA_v0.1-69 290000 310000 0.50365
Pdest_CA_v0.1-69 300000 320000 0.5035
Pdest_CA_v0.1-69 310000 330000 0.50675
Pdest_CA_v0.1-69 320000 340000 0.51245
Pdest_CA_v0.1-69 330000 341761 0.502168
Pdest_CA_v0.1-70 0 20000 0.5034
Pdest_CA_v0.1-70 10000 30000 0.5062
Pdest_CA_v0.1-70 20000 40000 0.5139
Pdest_CA_v0.1-70 30000 50000 0.5249
Pdest_CA_v0.1-70 40000 60000 0.5241
Pdest_CA_v0.1-70 50000 70000 0.50925
Pdest_CA_v0.1-70 60000 80000 0.49525
Pdest_CA_v0.1-70 70000 90000 0.4976
Pdest_CA_v0.1-70 80000 100000 0.505
Pdest_CA_v0.1-70 90000 110000 0.51315
Pdest_CA_v0.1-70 100000 120000 0.52015
Pdest_CA_v0.1-70 110000 130000 0.5133
Pdest_CA_v0.1-70 120000 140000 0.5058
Pdest_CA_v0.1-70 130000 150000 0.516
Pdest_CA_v0.1-70 140000 160000 0.5144
Pdest_CA_v0.1-70 150000 170000 0.4974
Pdest_CA_v0.1-70 160000 180000 0.4919
Pdest_CA_v0.1-70 170000 190000 0.49605
Pdest_CA_v0.1-70 180000 200000 0.5059
Pdest_CA_v0.1-70 190000 210000 0.5035
Pdest_CA_v0.1-70 200000 220000 0.49585
Pdest_CA_v0.1-70 210000 230000 0.50655
Pdest_CA_v0.1-70 220000 240000 0.518
Pdest_CA_v0.1-70 230000 250000 0.5169
Pdest_CA_v0.1-70 240000 260000 0.5194
Pdest_CA_v0.1-70 250000 270000 0.52425
Pdest_CA_v0.1-70 260000 280000 0.5271
Pdest_CA_v0.1-70 270000 290000 0.5276
Pdest_CA_v0.1-70 280000 300000 0.5165
Pdest_CA_v0.1-70 290000 310000 0.5131
Pdest_CA_v0.1-70 300000 318371 0.504981
Pdest_CA_v0.1-71 0 20000 0.52017
Pdest_CA_v0.1-71 10000 30000 0.514
Pdest_CA_v0.1-71 20000 40000 0.49625
Pdest_CA_v0.1-71 30000 50000 0.5152
Pdest_CA_v0.1-71 40000 60000 0.5305
Pdest_CA_v0.1-71 50000 70000 0.5241
Pdest_CA_v0.1-71 60000 80000 0.5224
Pdest_CA_v0.1-71 70000 90000 0.51965
Pdest_CA_v0.1-71 80000 100000 0.5139
Pdest_CA_v0.1-71 90000 110000 0.5112
Pdest_CA_v0.1-71 100000 120000 0.51465
Pdest_CA_v0.1-71 110000 130000 0.522
Pdest_CA_v0.1-71 120000 140000 0.51975
Pdest_CA_v0.1-71 130000 150000 0.5023
Pdest_CA_v0.1-71 140000 160000 0.51325
Pdest_CA_v0.1-71 150000 170000 0.53065
Pdest_CA_v0.1-71 160000 180000 0.5238
Pdest_CA_v0.1-71 170000 190000 0.5276
Pdest_CA_v0.1-71 180000 200000 0.53055
Pdest_CA_v0.1-71 190000 210000 0.52295
Pdest_CA_v0.1-71 200000 220000 0.5171
Pdest_CA_v0.1-71 210000 230000 0.5295
Pdest_CA_v0.1-71 220000 240000 0.52865
Pdest_CA_v0.1-71 230000 250000 0.5218
Pdest_CA_v0.1-71 240000 260000 0.5187
Pdest_CA_v0.1-71 250000 270000 0.5022
Pdest_CA_v0.1-71 260000 280000 0.5012
Pdest_CA_v0.1-71 270000 290000 0.49775
Pdest_CA_v0.1-71 280000 300000 0.5026
Pdest_CA_v0.1-71 290000 310000 0.5217
Pdest_CA_v0.1-71 300000 313190 0.521911
Pdest_CA_v0.1-72 0 20000 0.51865
Pdest_CA_v0.1-72 10000 30000 0.5169
Pdest_CA_v0.1-72 20000 40000 0.51215
Pdest_CA_v0.1-72 30000 50000 0.524
Pdest_CA_v0.1-72 40000 60000 0.52565
Pdest_CA_v0.1-72 50000 70000 0.53155
Pdest_CA_v0.1-72 60000 80000 0.53225
Pdest_CA_v0.1-72 70000 90000 0.5262
Pdest_CA_v0.1-72 80000 100000 0.5158
Pdest_CA_v0.1-72 90000 110000 0.509309
Pdest_CA_v0.1-72 100000 120000 0.511111
Pdest_CA_v0.1-72 110000 130000 0.51335
Pdest_CA_v0.1-72 120000 140000 0.51945
Pdest_CA_v0.1-72 130000 150000 0.5194
Pdest_CA_v0.1-72 140000 160000 0.49275
Pdest_CA_v0.1-72 150000 170000 0.49745
Pdest_CA_v0.1-72 160000 180000 0.5177
Pdest_CA_v0.1-72 170000 190000 0.51085
Pdest_CA_v0.1-72 180000 200000 0.5024
Pdest_CA_v0.1-72 190000 210000 0.4987
Pdest_CA_v0.1-72 200000 220000 0.5144
Pdest_CA_v0.1-72 210000 230000 0.52745
Pdest_CA_v0.1-72 220000 240000 0.51555
Pdest_CA_v0.1-72 230000 250000 0.50885
Pdest_CA_v0.1-72 240000 260000 0.51475
Pdest_CA_v0.1-72 250000 270000 0.5117
Pdest_CA_v0.1-72 260000 280000 0.50945
Pdest_CA_v0.1-72 270000 290000 0.51675
Pdest_CA_v0.1-72 280000 299551 0.50601
Pdest_CA_v0.1-73 0 20000 0.52255
Pdest_CA_v0.1-73 10000 30000 0.518268
Pdest_CA_v0.1-73 20000 40000 0.526927
Pdest_CA_v0.1-73 30000 50000 0.52645
Pdest_CA_v0.1-73 40000 60000 0.50745
Pdest_CA_v0.1-73 50000 70000 0.505
Pdest_CA_v0.1-73 60000 80000 0.5093
Pdest_CA_v0.1-73 70000 90000 0.513814
Pdest_CA_v0.1-73 80000 100000 0.524599
Pdest_CA_v0.1-73 90000 110000 0.524575
Pdest_CA_v0.1-73 100000 120000 0.49825
Pdest_CA_v0.1-73 110000 130000 0.5042
Pdest_CA_v0.1-73 120000 140000 0.52715
Pdest_CA_v0.1-73 130000 150000 0.52535
Pdest_CA_v0.1-73 140000 160000 0.52965
Pdest_CA_v0.1-73 150000 170000 0.5184
Pdest_CA_v0.1-73 160000 180000 0.5163
Pdest_CA_v0.1-73 170000 190000 0.51835
Pdest_CA_v0.1-73 180000 200000 0.52255
Pdest_CA_v0.1-73 190000 210000 0.519
Pdest_CA_v0.1-73 200000 220000 0.5212
Pdest_CA_v0.1-73 210000 230000 0.5226
Pdest_CA_v0.1-73 220000 240000 0.5096
Pdest_CA_v0.1-73 230000 250000 0.51005
Pdest_CA_v0.1-73 240000 260000 0.5116
Pdest_CA_v0.1-73 250000 270000 0.5151
Pdest_CA_v0.1-73 260000 280000 0.5165
Pdest_CA_v0.1-73 270000 283146 0.515214
Pdest_CA_v0.1-74 0 20000 0.51585
Pdest_CA_v0.1-74 10000 30000 0.52135
Pdest_CA_v0.1-74 20000 40000 0.5237
Pdest_CA_v0.1-74 30000 50000 0.52145
Pdest_CA_v0.1-74 40000 60000 0.5243
Pdest_CA_v0.1-74 50000 70000 0.5217
Pdest_CA_v0.1-74 60000 80000 0.5228
Pdest_CA_v0.1-74 70000 90000 0.52735
Pdest_CA_v0.1-74 80000 100000 0.52325
Pdest_CA_v0.1-74 90000 110000 0.5293
Pdest_CA_v0.1-74 100000 120000 0.5189
Pdest_CA_v0.1-74 110000 130000 0.50685
Pdest_CA_v0.1-74 120000 140000 0.522
Pdest_CA_v0.1-74 130000 150000 0.527427
Pdest_CA_v0.1-74 140000 160000 0.514464
Pdest_CA_v0.1-74 150000 170000 0.50925
Pdest_CA_v0.1-74 160000 180000 0.5079
Pdest_CA_v0.1-74 170000 190000 0.50965
Pdest_CA_v0.1-74 180000 200000 0.50445
Pdest_CA_v0.1-74 190000 210000 0.50395
Pdest_CA_v0.1-74 200000 220000 0.5233
Pdest_CA_v0.1-74 210000 230000 0.5147
Pdest_CA_v0.1-74 220000 240000 0.50855
Pdest_CA_v0.1-74 230000 250000 0.51425
Pdest_CA_v0.1-74 240000 254480 0.507597
Pdest_CA_v0.1-75 0 20000 0.51555
Pdest_CA_v0.1-75 10000 30000 0.5163
Pdest_CA_v0.1-75 20000 40000 0.51775
Pdest_CA_v0.1-75 30000 50000 0.5127
Pdest_CA_v0.1-75 40000 60000 0.5137
Pdest_CA_v0.1-75 50000 70000 0.5086
Pdest_CA_v0.1-75 60000 80000 0.5168
Pdest_CA_v0.1-75 70000 90000 0.52545
Pdest_CA_v0.1-75 80000 100000 0.5079
Pdest_CA_v0.1-75 90000 110000 0.4967
Pdest_CA_v0.1-75 100000 120000 0.4981
Pdest_CA_v0.1-75 110000 130000 0.5005
Pdest_CA_v0.1-75 120000 140000 0.5029
Pdest_CA_v0.1-75 130000 150000 0.5018
Pdest_CA_v0.1-75 140000 160000 0.49935
Pdest_CA_v0.1-75 150000 170000 0.5086
Pdest_CA_v0.1-75 160000 180000 0.5142
Pdest_CA_v0.1-75 170000 190000 0.5075
Pdest_CA_v0.1-75 180000 200000 0.5085
Pdest_CA_v0.1-75 190000 210000 0.5163
Pdest_CA_v0.1-75 200000 220000 0.51555
Pdest_CA_v0.1-75 210000 223079 0.53001
Pdest_CA_v0.1-76 0 20000 0.503
Pdest_CA_v0.1-76 10000 30000 0.50325
Pdest_CA_v0.1-76 20000 40000 0.50225
Pdest_CA_v0.1-76 30000 50000 0.5019
Pdest_CA_v0.1-76 40000 60000 0.495
Pdest_CA_v0.1-76 50000 70000 0.49745
Pdest_CA_v0.1-76 60000 80000 0.5057
Pdest_CA_v0.1-76 70000 90000 0.50505
Pdest_CA_v0.1-76 80000 100000 0.5132
Pdest_CA_v0.1-76 90000 110000 0.52445
Pdest_CA_v0.1-76 100000 120000 0.5181
Pdest_CA_v0.1-76 110000 130000 0.49455
Pdest_CA_v0.1-76 120000 140000 0.50055
Pdest_CA_v0.1-76 130000 150000 0.51105
Pdest_CA_v0.1-76 140000 160000 0.5113
Pdest_CA_v0.1-76 150000 170000 0.5147
Pdest_CA_v0.1-76 160000 180000 0.49
Pdest_CA_v0.1-76 170000 190000 0.4909
Pdest_CA_v0.1-76 180000 200000 0.51945
Pdest_CA_v0.1-76 190000 210000 0.52255
Pdest_CA_v0.1-76 200000 220000 0.5116
Pdest_CA_v0.1-76 210000 220841 0.507149
Pdest_CA_v0.1-77 0 20000 0.521343
Pdest_CA_v0.1-77 10000 30000 0.51945
Pdest_CA_v0.1-77 20000 40000 0.53215
Pdest_CA_v0.1-77 30000 50000 0.5309
Pdest_CA_v0.1-77 40000 60000 0.517165
Pdest_CA_v0.1-77 50000 70000 0.51339
Pdest_CA_v0.1-77 60000 80000 0.5069
Pdest_CA_v0.1-77 70000 90000 0.5092
Pdest_CA_v0.1-77 80000 100000 0.51665
Pdest_CA_v0.1-77 90000 110000 0.51115
Pdest_CA_v0.1-77 100000 120000 0.506507
Pdest_CA_v0.1-77 110000 130000 0.502953
Pdest_CA_v0.1-77 120000 140000 0.50725
Pdest_CA_v0.1-77 130000 150000 0.5178
Pdest_CA_v0.1-77 140000 160000 0.50695
Pdest_CA_v0.1-77 150000 170000 0.50335
Pdest_CA_v0.1-77 160000 180000 0.51945
Pdest_CA_v0.1-77 170000 190000 0.525
Pdest_CA_v0.1-77 180000 200000 0.5187
Pdest_CA_v0.1-77 190000 209184 0.520694
Pdest_CA_v0.1-78 0 20000 0.5052
Pdest_CA_v0.1-78 10000 30000 0.51325
Pdest_CA_v0.1-78 20000 40000 0.52305
Pdest_CA_v0.1-78 30000 50000 0.52135
Pdest_CA_v0.1-78 40000 60000 0.51705
Pdest_CA_v0.1-78 50000 70000 0.509
Pdest_CA_v0.1-78 60000 80000 0.51695
Pdest_CA_v0.1-78 70000 90000 0.5249
Pdest_CA_v0.1-78 80000 100000 0.5242
Pdest_CA_v0.1-78 90000 110000 0.52095
Pdest_CA_v0.1-78 100000 120000 0.51755
Pdest_CA_v0.1-78 110000 130000 0.5145
Pdest_CA_v0.1-78 120000 140000 0.50815
Pdest_CA_v0.1-78 130000 150000 0.5202
Pdest_CA_v0.1-78 140000 160000 0.5242
Pdest_CA_v0.1-78 150000 170000 0.5084
Pdest_CA_v0.1-78 160000 180000 0.5142
Pdest_CA_v0.1-78 170000 190000 0.5179
Pdest_CA_v0.1-78 180000 200000 0.5158
Pdest_CA_v0.1-78 190000 208435 0.495091
Pdest_CA_v0.1-79 0 20000 0.533584
Pdest_CA_v0.1-79 10000 30000 0.51995
Pdest_CA_v0.1-79 20000 40000 0.51905
Pdest_CA_v0.1-79 30000 50000 0.52215
Pdest_CA_v0.1-79 40000 60000 0.5243
Pdest_CA_v0.1-79 50000 70000 0.5082
Pdest_CA_v0.1-79 60000 80000 0.5072
Pdest_CA_v0.1-79 70000 90000 0.5245
Pdest_CA_v0.1-79 80000 100000 0.52725
Pdest_CA_v0.1-79 90000 110000 0.52195
Pdest_CA_v0.1-79 100000 120000 0.51425
Pdest_CA_v0.1-79 110000 130000 0.51495
Pdest_CA_v0.1-79 120000 140000 0.51855
Pdest_CA_v0.1-79 130000 150000 0.52295
Pdest_CA_v0.1-79 140000 160000 0.5242
Pdest_CA_v0.1-79 150000 170000 0.5135
Pdest_CA_v0.1-79 160000 180000 0.5166
Pdest_CA_v0.1-79 170000 190000 0.5332
Pdest_CA_v0.1-79 180000 200000 0.52415
Pdest_CA_v0.1-79 190000 202459 0.510876
Pdest_CA_v0.1-80 0 20000 0.515465
Pdest_CA_v0.1-80 10000 30000 0.5114
Pdest_CA_v0.1-80 20000 40000 0.51575
Pdest_CA_v0.1-80 30000 50000 0.50825
Pdest_CA_v0.1-80 40000 60000 0.5011
Pdest_CA_v0.1-80 50000 70000 0.5125
Pdest_CA_v0.1-80 60000 80000 0.52055
Pdest_CA_v0.1-80 70000 90000 0.50755
Pdest_CA_v0.1-80 80000 100000 0.4905
Pdest_CA_v0.1-80 90000 110000 0.4911
Pdest_CA_v0.1-80 100000 120000 0.5058
Pdest_CA_v0.1-80 110000 130000 0.5205
Pdest_CA_v0.1-80 120000 140000 0.51985
Pdest_CA_v0.1-80 130000 150000 0.51995
Pdest_CA_v0.1-80 140000 160000 0.5186
Pdest_CA_v0.1-80 150000 170000 0.5133
Pdest_CA_v0.1-80 160000 180000 0.519269
Pdest_CA_v0.1-80 170000 189311 0.519797
Pdest_CA_v0.1-81 0 20000 0.510961
Pdest_CA_v0.1-81 10000 30000 0.501702
Pdest_CA_v0.1-81 20000 40000 0.51005
Pdest_CA_v0.1-81 30000 50000 0.52265
Pdest_CA_v0.1-81 40000 60000 0.52475
Pdest_CA_v0.1-81 50000 70000 0.49475
Pdest_CA_v0.1-81 60000 80000 0.4814
Pdest_CA_v0.1-81 70000 90000 0.50615
Pdest_CA_v0.1-81 80000 100000 0.52495
Pdest_CA_v0.1-81 90000 110000 0.52435
Pdest_CA_v0.1-81 100000 120000 0.52215
Pdest_CA_v0.1-81 110000 130000 0.5195
Pdest_CA_v0.1-81 120000 140000 0.502
Pdest_CA_v0.1-81 130000 150000 0.50855
Pdest_CA_v0.1-81 140000 160000 0.52515
Pdest_CA_v0.1-81 150000 170000 0.52745
Pdest_CA_v0.1-81 160000 180000 0.52275
Pdest_CA_v0.1-81 170000 188468 0.507418
Pdest_CA_v0.1-82 0 20000 0.5216
Pdest_CA_v0.1-82 10000 30000 0.53075
Pdest_CA_v0.1-82 20000 40000 0.5277
Pdest_CA_v0.1-82 30000 50000 0.51305
Pdest_CA_v0.1-82 40000 60000 0.51645
Pdest_CA_v0.1-82 50000 70000 0.51455
Pdest_CA_v0.1-82 60000 80000 0.50645
Pdest_CA_v0.1-82 70000 90000 0.52165
Pdest_CA_v0.1-82 80000 100000 0.53155
Pdest_CA_v0.1-82 90000 110000 0.5232
Pdest_CA_v0.1-82 100000 120000 0.5132
Pdest_CA_v0.1-82 110000 130000 0.51355
Pdest_CA_v0.1-82 120000 140000 0.5105
Pdest_CA_v0.1-82 130000 150000 0.51425
Pdest_CA_v0.1-82 140000 160000 0.5275
Pdest_CA_v0.1-82 150000 170000 0.52465
Pdest_CA_v0.1-82 160000 180000 0.5099
Pdest_CA_v0.1-82 170000 183095 0.510042
Pdest_CA_v0.1-83 0 20000 0.497247
Pdest_CA_v0.1-83 10000 30000 0.52032
Pdest_CA_v0.1-83 20000 40000 0.52195
Pdest_CA_v0.1-83 30000 50000 0.51145
Pdest_CA_v0.1-83 40000 60000 0.5181
Pdest_CA_v0.1-83 50000 70000 0.5313
Pdest_CA_v0.1-83 60000 80000 0.52665
Pdest_CA_v0.1-83 70000 90000 0.50565
Pdest_CA_v0.1-83 80000 100000 0.5131
Pdest_CA_v0.1-83 90000 110000 0.5322
Pdest_CA_v0.1-83 100000 120000 0.5236
Pdest_CA_v0.1-83 110000 130000 0.5072
Pdest_CA_v0.1-83 120000 140000 0.51125
Pdest_CA_v0.1-83 130000 150000 0.51105
Pdest_CA_v0.1-83 140000 160000 0.51105
Pdest_CA_v0.1-83 150000 168751 0.509093
Pdest_CA_v0.1-84 0 20000 0.51575
Pdest_CA_v0.1-84 10000 30000 0.4998
Pdest_CA_v0.1-84 20000 40000 0.50215
Pdest_CA_v0.1-84 30000 50000 0.5175
Pdest_CA_v0.1-84 40000 60000 0.534
Pdest_CA_v0.1-84 50000 70000 0.54275
Pdest_CA_v0.1-84 60000 80000 0.52255
Pdest_CA_v0.1-84 70000 90000 0.5294
Pdest_CA_v0.1-84 80000 100000 0.5351
Pdest_CA_v0.1-84 90000 110000 0.5279
Pdest_CA_v0.1-84 100000 120000 0.5197
Pdest_CA_v0.1-84 110000 130000 0.51235
Pdest_CA_v0.1-84 120000 140000 0.5274
Pdest_CA_v0.1-84 130000 150000 0.52465
Pdest_CA_v0.1-84 140000 160000 0.51675
Pdest_CA_v0.1-84 150000 168624 0.524081
Pdest_CA_v0.1-85 0 20000 0.53565
Pdest_CA_v0.1-85 10000 30000 0.5317
Pdest_CA_v0.1-85 20000 40000 0.52435
Pdest_CA_v0.1-85 30000 50000 0.5172
Pdest_CA_v0.1-85 40000 60000 0.527
Pdest_CA_v0.1-85 50000 70000 0.5254
Pdest_CA_v0.1-85 60000 80000 0.5195
Pdest_CA_v0.1-85 70000 90000 0.5231
Pdest_CA_v0.1-85 80000 100000 0.513964
Pdest_CA_v0.1-85 90000 110000 0.516416
Pdest_CA_v0.1-85 100000 120000 0.52735
Pdest_CA_v0.1-85 110000 130000 0.5121
Pdest_CA_v0.1-85 120000 140000 0.50685
Pdest_CA_v0.1-85 130000 150000 0.5043
Pdest_CA_v0.1-85 140000 160000 0.4906
Pdest_CA_v0.1-85 150000 167140 0.49189
Pdest_CA_v0.1-86 0 20000 0.52145
Pdest_CA_v0.1-86 10000 30000 0.5019
Pdest_CA_v0.1-86 20000 40000 0.49235
Pdest_CA_v0.1-86 30000 50000 0.5147
Pdest_CA_v0.1-86 40000 60000 0.51405
Pdest_CA_v0.1-86 50000 70000 0.51215
Pdest_CA_v0.1-86 60000 80000 0.5187
Pdest_CA_v0.1-86 70000 90000 0.51435
Pdest_CA_v0.1-86 80000 100000 0.519219
Pdest_CA_v0.1-86 90000 110000 0.516066
Pdest_CA_v0.1-86 100000 120000 0.51245
Pdest_CA_v0.1-86 110000 130000 0.51605
Pdest_CA_v0.1-86 120000 140000 0.5366
Pdest_CA_v0.1-86 130000 150000 0.53755
Pdest_CA_v0.1-86 140000 160000 0.5145
Pdest_CA_v0.1-86 150000 165418 0.512339
Pdest_CA_v0.1-87 0 20000 0.52875
Pdest_CA_v0.1-87 10000 30000 0.52655
Pdest_CA_v0.1-87 20000 40000 0.53003
Pdest_CA_v0.1-87 30000 50000 0.532382
